place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,지정현황,입장료,review,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,접근로,장애인 주차 안내,휠체어,수용인원,규모,출입통로,엘리베이터,수유실,판매 품목,시설이용료,체험프로그램,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,주차요금,대중 교통,시각장애 기타상세,오디오 가이드,지체장애 기타 상세,유아용보조의자,개장기간,관람석,부대시설,보유장비,보조견 동반,대여안내,점자 블록,안내 요원
대구아이스파크,"동구에 있는 이 빙상장은 2018년에 개장하였다. 대구 동구 지역은 빙상장 불모지나 다름없던 곳으로 자라나는 유소년들에게 빙상장의 부족으로 동계 스포츠 훈련장의 필요성이 절실히 대두되던 중 유소년 동계 스포츠 발전을 위해 문을 열었다. 이 스케이트장은 독특하게 고출력 레이저와 고출력 무빙 라이트 20여 개를 설치하여 화려한 조명과 300W 스피커 8조와 웅장한 300W 규모의 우퍼 2대를 설치하여 신나는 음악이 함께하는 국내 최초의 Rock skate장이다.
아이스파크는 선수뿐만 아니라 일반 입장객이 함께할 수 있는 공간으로 아이스 스포츠의 모든 종목 아이스하키, 피겨스케이트, 쇼트트랙스케이트 등 모든 아이스스케이팅을 체계적이고 전문적으로 배울 수 있는 공간이다. 스케이트를 처음 타는 아이들은 보조기구를 대여해서 안전하게 타는 법을 배울 수 있다.",,http://icepark.co.kr,대구광역시 동구 입석로1길 69-4 (입석동),"주중 13:00 ~ 16:00
주말 13:00 ~ 17:00",연중무휴,"가능
요금 (무료)",,,,5세이상,있음(남녀 구분),,,,"[입장료]
- 성인 / 청소년 / 어린이 2,000원
[스케이트+헬멧 대여료]
- 청소년 / 어린이 3,000원
[링크이용료]
- 성인 7,000원 / 청소년 6,000원 / 어린이 5,000원
[세트이용권]
- 청소년 11,000원 / 어린이 10,000원",스케이트장 / 지상훈련장,,,,,,,,,,,,,,,,,,,,,,,,탈의실 / 락커 / 샤워실 / 스케이트샵 / 렌탈삽 / 아이스하키용품샵 / 스케이트정비샵 / 휴게공간,대여용스케이트(피겨 / 쇼트트랙스케이트),,,,
해맞이공원,"일출 명소인 해맞이공원은 동구 효목동에 있는 공원으로 조선 전기 문신인 서거정이 대구 10경 중 첫 번째 절경으로 꼽았던 곳이다. 해맞이공원은 그 이름에서 알 수 있는 것처럼 대구 시민들이 새해 첫날 일출을 보기 위해 모이는 공원으로 매년 1월 1일에는 해맞이 행사가 개최되고 있다. 이곳은 봄이면 벚꽃, 이팝나무, 유채꽃을 시작으로 사계절 내내 다양한 꽃들을 보며 공원을 산책할 수 있는 곳이다. 해맞이공원 내에는 일출을 잘 관람할 수 있도록 팔각정도 설치되어 있으며, 팔각정에서는 금호강과 아양기찻길, 해맞이다리를 한눈에 내려다볼 수 있다. 동구청은 해맞이동산을 이용하는 시민들이 밤에도 안전하고 즐겁게 휴식과 산책을 즐길 수 있도록 빛 조형물과 다채로운 경관조명을 활용하여 아름다운 별빛 산책로를 조성하였으며 야간 조명 산책길은 포토존으로 인기가 있다. 대구 나들이 장소로 유명한 동촌유원지가 인근에 있다.",,,대구광역시 동구 효목동 212-2,상시 개방,연중무휴,"가능
요금 (무료)",,,"산책하기도 좋고, 팔각정이 생각보다 높아서 신기했어요",,있음,,,,,,,,,,,,,,,,,,,,해맞이동산 / 아양루 / 별빛산책로 / 팔각정,,,,,,,,,,,,,,
정호승 문학관,"정호승 시인은 ＂범어천은 나의 시적 사유의 근원이 되는 모태와 같다＂라고 얘기한다. 이에 걸맞게 범어천이 한눈에 내려다보이는 곳에 정호승문학관이 들어섰다. 정호승 시인이 유년기를 보낸 옛 범어3동 행정복지센터가 이전하면서 공실이 된 건물이 정호승 시인의 문학 세계를 품은 복합문화공간으로 재탄생한 것이다. 건물은 지하 1층, 지상 2층 연면적 454.76㎡(약 136평) 규모다.
문학관의 외관은 정 시인의 어린 시절 여름철마다 범어천 둑 위로 흘러넘쳤던 황톳물 색깔인 진한 붉은색으로 칠했다. 문학관 2층에는 시인 정호승이 수성구에 기증한 육필원고와 시집, 사진, 소장품 등 200여 점이 전시되어 있고, 문학관 한쪽에는 음악을 감상할 수 있는 공간도 마련되어 있는데 그의 시 약 80편이 노래로 작곡되었기 때문이다. 북카페인 1층에는 국내에서 활동하는 다양한 시인들의 시집이 전시되어 있으며 문학관 지하는 강연이나 콘서트를 할 수 있는 다목적 공간으로 활용된다.",,https://www.sscf.or.kr,대구광역시 수성구 들안로 403-1 (범어동),"- 평일 10:00~21:00
- 주말 10:00~18:00",매주 월요일 / 공휴일,가능,,,,,,,,무료,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여행자의 책,"여행자의 책은 이름에 걸맞게 대구공항 앞에 있다. ‘삶이 곧 여행이고, 사람이 바로 책’이라는 생각으로 서점을 열었다. 책장을 펼치는 순간 시작되는 인문여행을 기획함으로써 책 읽는 삶을 선사 중이다. 덕분에 바로 옆 금호강변을 산책하고 동네를 탐방하는 서점여행자들이 꾸준히 늘고 있다. 멀리서 찾은 이들이 오래 쉬어갈 수 있도록 곳곳에 의자가 있으며 책과의 하룻밤을 꿈꾸는 이들이 묵어갈 방이 언제나 마련되어 있다. 1층은 서점으로 2층은 북스테이로 운영 중이며, 느린카페와 전시공간이 함께 있다. 대구사람 열두 명을 집중조명한 코너와 36인 작가의 방 책장이 서점에 들어서자마자 눈길을 끈다. 어떻게 하면 책으로 한번 놀아볼까 탐색하는 놀이연구소로서 ‘없는 길을 떠나는 곳’을 지향하고 있다.",,https://www.instagram.com/_traveler_book,대구광역시 동구 방천로2길 3 (불로동),10:00~20:00,매주 일요일,가능,,,꽤 넓은 서점에 책이 가득가득합니다! 주기적으로 전시가 바뀌어서 종종 구경하러 가는데 시간 보내기 좋아용ㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
논공꽃단지,"대구 달성군 논공꽃단지 안의 핑크뮬리 식재지이다. ‘논공삼거리 꽃단지 달성 꽃피다’라는 플래카드가 걸리고 봄에 꽃양귀비를 시작으로 수레국화, 가을에는 해바라기와 가을코스모스, 황화코스모스 등이 넓은 공간에 계절꽃이 식재되어 있어 장관을 이루고 있고 특히 대구에서 핑크뮬리 명소로 입소문이 나있다. 대구 여러 곳의 핑크뮬리 명소 중에 규모가 가장 넓으며 인근으로 낙동강이 흐르고 자전거도로가 바로 옆으로 위치하고 있어 가족 나들이 장소로 인기가 있다. 단, 해마다 식재되는 꽃 종류가 다를 수가 있다.",,,대구광역시 달성군 논공읍 남리 471-64,상시 개방,연중무휴,불가능,,무료,,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홀리데이비지터샵,"홀리데이비지터샵은 도서, 음반, 문구를 주로 판매하는 라이프스타일 편집샵이다. 아트, 예술을 대중과 가까이하고 하는 목적에서 시작되었다고 한다. 가끔 사진전도 개최하며 자체 굿즈도 있어 구경할 거리가 많다. 감각적인 인테리어 소품과 진열이 발길을 이끈다. 스태프들의 매장에 대한 애정을 느낄 수 있는 글귀나 굿즈를 곳곳에서 발견할 수 있다. LP판이나 책을 추천하기도 한다.",,https://www.instagram.com/holidayvisitorshop/,대구광역시 중구 경상감영길 184,11:30~20:00,연중무휴,,,,가보고 싶네요 대구 ㅋㅋㅋ 또 가기는 그렇지 잼있을것 같아요!! 가보고 싶어요! 안그래도 대구여행 가려고 했는데 추천감사해요 대구 여행은 안가봤는데 대구 여행 가면서 한번 들러 보고 싶은 샵이네요! 너무 예뻐요~ 너무 가고싶어요..ㅜㅜ 굿즈들이 너무 탐나서 꼭 방문해보고 싶어요!! 굿 진짜 가보고 싶은 곳이에요!! 굿즈도 사고싶어요,,,,,,,,,,,,,,,,"도서, 음반, 문구",,,,,,,,,,,,,,,,,,,,
두류공원인라인스케이트장,"대구광역시 달서구의 북동쪽에 있는 두류공원안에 있는 여러 장소의 체육시설 가운데 하나다.
두류공원은 면적이 51만평, 해발 135m의 야산을 개발해 공원으로 만들었다. 공원안에는 야구장,테니스장,수영장등의 체육시설이 있고 인라인 스케이트장도 있다.
인라인스케이트장은 자전거 활주로와 같은 공간이라 인라인 뿐 아니라 자전거 퀵보드도 같이 즐길 수 있다. 자기 소유의 자전거나 인라인이 없어도 비용을 지불하고 대여 받아 즐길 수 있다.
두류 스포츠 광장이라고 불리기도 하며 아이들이 인라인스케이트나 퀵보를 탈 때 보호자들은 간단한 돗자리를 준비하여 나무 그늘에서 쉴 수 있다.
유아차 걷기 대회 등 대구광역시에서 열리는 여러 종류의 행사도 이 광장이 이용된다.",,,대구광역시 달서구 성당동,"하절기:10:00~21:00
동절기:10:00~19:00",우천시,가능 (두류공원 공영주차장),,,,,있음,,,,본인소유 지참시 무료 이용/장비 미소유시 대여료 발생,인라인트랙/자전거트랙,,,,,,,,,,,,,,,,,,,,,,,,전기차충전소/편의점/자전거/인라인 대여소,"인라인 탑승시 보호 장비(헬멧,무릎보호대)",,"[자전거]1인용 4,000원/2인용 8,000원
[인라인 스케이트/보드/트라이더/배드민턴/퀵보드]4,000원",,
서재문화체육센터,"서재문화체육센터는 지역 주민들에게 다양한 문화와 체육 프로그램을 제공하는 복합 문화시설이다. 이 센터는 건강과 여가를 즐기기 위한 다양한 운동시설뿐만 아니라, 예술과 문화 활동을 위한 공간도 마련되어 있다. 주요 시설은 체육관, 수영장, 풋살장, 족구장, 헬스장 등이 있다. 이용시간과 요금은 시설별로 상이하며 홈페이지를 통해 확인할 수 있다. 지역 주민들에게 건강한 삶과 문화적 향유의 기회를 제공하는 서재문화체육센터는 많은 사람들에게 사랑받는 공간이다.",,https://scsc.dpfc.or.kr/,대구광역시 달성군 다사읍 방천리,상시 개방,매주 일요일,"가능
요금 (무료)",,,"서재체육공원에는 운동하러가기 참좋아요~ 그리고 단풍들때 가도 나무가 많앗어 참예뻐요, 두류공원처럼 한바퀴 걸으면 약 15~20분정도 걸리는데 산책하거나 러닝하기 좋은 코스에요 !",,있음,,,,,,,,,,,,,,,※ 시설별 상이하므로 홈페이지 참고,,,,,골프장 / 테니스장 / 축구장 / 인라인스케이트장 / 잔디광장 등,,,,,,,,,,,,,,
대구활공랜드,"‘안전하지 않으면 비행하지 않는다’라는 슬로건처럼, 안전을 최우선시하는 대구활공랜드는 경력 20년 이상의 베테랑 파일럿과 함께 대구 달성 하늘을 날며 세상을 바라보는 즐거움을 만끽할 수 있는 곳이다. 2인승 전문 조종사와 함께 하늘을 나는 체험 비행(Tandem Flying)은 패러글라이딩을 처음 접하는 남녀노소 누구나 경험할 수 있는 프로그램으로 인기가 좋다.",,www.대구활공랜드.com,대구광역시 달성군 구지면 국가산단북로25길 10-4,"금, 토, 일, 공휴일만 운영 (홈페이지 참고 요망)",,,,,"패러글라이딩이 버킷리스트 잖아요 대구 달성군에 이렇게 가까운 곳에 있는 거예요!!! 문의 전화를 드렸더니 정말 친절히 대해 주시고 상세하게 기상을 파악하고 좋은 날도 알려주셨어요 기상에 따라 만족도가 달라진다면서요.. 정말 평생 잊을 수 없는 값진 경험을 했어요.. 처음 타는 저희에게 불안하지 않게 편하게 대해 주셨고 체험하는 내내 안정감을 주셨어요 대구활공랜드 꼬옥꼭 추천합니다^*^ 패러글라이딩이 단양이 제일 유명한 줄 알았는데, 대구 활공랜드도 하늘에서 내려다 보는 뷰가 좋고 공기도 맑아 패러글라이딩에 제격인 곳이었어요 스트레스풀수있는 유일한공간입니다 여기한번가서 꼭한번야~호해야되는곳ㅈ 멋진풍경도 덤으로볼수있는 우리나라유일한곳입니다 추천합니다 단양도 가보고 대구활공랜드도 가봤지만 각각 나름대로의 아름다움을 느낄수있습니다. 하늘을 나는 그 짜릿함 그이상의 감동을 주는곳 10분정도의 비행이 인생의 기억으로 남는 곳입니다. 영월 봉래산 활공장 만큼 멋진곳이네요 단양 패러글라이딩 만큼 대구 활공장도 경치가 시원합니다 추천요~~ 추천드려요 가슴이 뻥뚤리는 경험이되실꺼예요 이건 꼭 한번 해보시라고 강추하고싶어요 날씨 좋은 날 날아보면 잊혀지지 않고 또 가보고싶은 곳입니다 패러글라이딩을 처음 해 보았는데 너무 재미있었어요 하늘에서 내려다 보는 풍경이 아름다워서 만족했습니다~",,,,,,"100,000 ~ 150,000 (영상별도)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대덕문화전당,"1998년 3월 7일 개관한 대덕문화전당은 다양한 예술 전시회가 열리는 공간이다. 앞산에 위치하고 있어 공기가 맑고 경치가 수려하며 대구광역시 8개 구·군 중 최초로 만들어진 문화 예술 시설로 536석의 공연장과 아트홀, 3개의 전시실, 생활문화센터 등으로 구성되어 있다.
공연장은 지상 2층 건물로 일반 530석, 장애인 6석으로 총 객석수는 536석이다. 문화동은 지하 1층, 지상 3층 건물로 지하 1층에는 제1 전시실, 제2 전시실, 제3 전시실이 있고 지상 1층에는 아트홀, 사무실 그리고 지상 2층에는 회의실, 어학연수실, 교육실, 전통예절실, 미술실, 취미교실이 있다. 또한 지상 3층에는 시청각실, 음악실도 마련되어 있다. 이외에 야외시설로는 야외무대, 야외공연장, 스카이라운지가 있고 생활문화센터는 제1 동아리방, 제2 동아리방, 북 카페 및 휴게 공간, 로미네 카페가 있다.",,https://www.nam.daegu.kr,대구광역시 남구 앞산순환로 478 (대명동),공연·전시 일정에 따라 상이함,연중무휴,가능,,,대구광역시 각종 문화와 전시가 있는 예술공간이에요~ 지역민들에게 사랑받는 장소로 전시도 보고 앞산을 바라보며 힐링하기 좋아요~,,,,,,공연·전시 일정에 따라 상이함,,,,,,,,,,,,"- 음악 : 플루트 / 통기타 / 드럼 등
- 미술 : 서양화 / 유화 / 천에 그리는 꽃그림 등
- 교양 : 실용영어회화 / 기초 일본어회화 / 대인관계 소통스피치
※ 자세한 사항은 홈페이지 참조",,,,,,,,,,,,,,,,,,
대명유수지,"대명유수지는 1992년 성서산업단지 침수피해 방지를 위해 258,000㎡ 규모로 조성된 유수저류 시설이다. 2011년 8월 환경부지정 멸종위기 Ⅱ급 맹꽁이 최대 서식처로 발견됨에 따라 국내 최대 맹꽁이 서식처로 알려졌다. 대명유수지는 낙동강, 금호강, 대명천, 진천천이 합류하는 지점에 형성된 달성습지 옆에 위치하고 있어 맹꽁이 이외 삵, 족제비, 황조롱이, 고라니 등 다양한 야생 동·식물이 서식하는 생태자원의 보고이다. 2015년부터 3년간 대명유수지 일원에 맹꽁이 서식환경개선 및 전망데크, 생태탐방로, 포토존 등 맹꽁이 생태학습장이 조성되었다. 이곳은 탐방데크를 중심으로 억새와 갈대가 펼쳐져있어 가을철 인생샷 및 출사 명소로 많은 방문객이 찾고 있다.",,https://dalseo.daegu.kr/tour/,대구광역시 달서구 대천동 816,"- 하절기 09:00~18:00
- 동절기:09:00~17:00",연중무휴,불가,,무료,대명유수지 가을에 가면 진짜 좋을거 같네요.억새도 예쁘고 사진 찍으면 분위기 있게 잘 나올듯인생샷 건지겠어요 산책길이 꽤 잘 되어 있어요~ 주차장도 공터처럼 자유롭게 쓸 수 있고 아이들 놀이터처럼 크지 않지만 별도의 공간도 있어요 그늘이 별로 없어서 여름 피해서 가보면 좋을 듯 합니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사문진나루터,"사문진 나루터는 옛날 보부상들이 부산에서 낙동강을 거슬러 대구로 오는 뱃길로 이용되었다. 사문이라는 이름의 유래는 ‘화원읍 본리리(인흥마을)에 있었던 인흥사(仁興寺)라는 큰절로 가는 관문이기 때문에 절사(寺)를 써 사문진(寺門津)으로 불렀다.’는 설과 ‘강가의 모래가 있어서 사 (沙) 자를 쓰고 포구를 통해서 배가 소금 등을 싣고 들어오고, 이 지역의 물건이 다른 지방으로 가는 문이라 해서 사문진 (沙門津)으로 불렀다.’는 설 2가지로 전해 오고 있다.
사문진 나루터는 조선 세종 28년에 설치돼 성종 때까지 40년간 무역 창고(화원창)지로 활용되었으며, 이곳에는 대일무역의 중심지 역할을 한 왜물고가 있었으며, 낙동강 물자 수송의 중심지 역할을 하였다. 1900년 3월 26일 미국인 선교사 사이드 보텀 부부가 피아노를 한국 최초로 이곳을 통해 대구로 가져왔으며, 일제강점기 이규환 감독의 ‘임자 없는 나룻배’ 촬영지였다. 현재의 모습은 1993년 화원읍과 고령군 다산면을 잇는 사문진교가 개통되면서 사문진 나루터는 역사 속으로 사라질 뻔했으나, 피아노 광장을 조성하고, 전통 주막촌 3동을 복원하는 등 사문진 나루터 일원에 역사 공원을 조성했다. 주막촌에는 초가지붕을 얹어 옛 나루터의 분위기를 자아내고 사문진 나루터 주막촌 중심부에 팽나무, 솟대와 장승이 서 있으며, 피아노 유입지임을 알리는 각종 조형물이 공원 곳곳에 자리해 있다. 사문진나루터에서 출발해 달성습지, 강정보 디아크, 달성보 일원까지 운항하는 1시간 코스의 유람선도 운항 중이다.",,https://www.dssiseol.or.kr,대구광역시 달성군 화원읍 성산리,상시 개방,연중무휴,"가능
요금 (무료)",,,"한달에 2번 사문진 나루터 인근에서 활동하다 처음으로 데크길 끝까지 가보았어요. 낙동강과 금호강 합류지점도 보고, 말로만 듣던 달성습지도 둘러보고 꼭 한번은 가 볼만한 곳이었어요. 피아노가 처음 들어온 곳이 여기 사문진 나루터라고 합니다. 그래서 사문진 나루터에 가면 커다란 피아노 조형물과, 최초의 피아노를 복원시킨 피아노 모형이 있습니다. 달성호라는 유람선도 있어 저렴한 금액으로 낙동강을 여행할 수 있습니다. 산책하기도 좋고 배타고 한바퀴 돌기도 좋아요 산속으로 들어가면 아이들 놀이터도 있고 놀기좋아요 식당 커피숍도 있으니 한곳에서 해결되구요 지난주 시어머니와 아이들과 함께 갔는데 3대가 놀기에 최적이더라구요 강추합니다 자연의 맑은 공기를 마시며 새소리도 들으면서 힐링할 수 있는 공간이에요. 가족끼리 피크닉 오시기도하고 혼자 사색을 즐기거나 러닝하시는분도 계시답니다. 예쁘게 꾸며놓아서 포토존도 있고 야외로 된 주막촌에서 강을 바라보며 음식들도 먹을 수 있어 좋습니다. 산책하기 진짜 좋아여 물에 날아다니는 새들도 볼 수 있고 주막촌도 있어서 맛있는 음식도 먹을 수 있어서 좋았어요! 사문진나루터는 역사적 의미도 있는 곳으로 물멍하기도 좋고 일몰이 멋진 곳이어요. 유유자적 산책하기 좋아요 ~",,있음,,,,,,,,,,,,,,,"[유람선]
- 평일 8,000원
- 주말 10,000원
※ 이용요금은 변동될 수 있으므로 전화문의",,,,,기념비 / 유람선 / 피아노 광장 등,,,,,,,,,,,,,,
앞산빨래터공원,"예전에 앞산 빨래터는 앞산에서 내려온 깨끗한 물이 항상 흘러 아낙네들이 모여 빨래하던 곳으로 대명동 사람들의 정을 나누던 공간이었다. 근래 앞산순환도로 확장으로 인해 도시공원으로의 기능도 상실하고 있었으나 최근 옛날 빨래터 재현, 체육시설, 분수대 및 편의시설을 갖추며 지역민의 도심 속 쉼터로 자리 잡았다. 공원 내에 해넘이 전망대가 있어 해넘이 풍경과 함께 대구광역시 시내 야경도 함께 즐길 수 있다. 또 매년 4~5월경에는 공원 일원에서 앞산 빨래터 축제도 개최되어 풍성한 볼거리와 즐길 거리가 제공된다.",,,대구광역시 남구 앞산순환로 365 (대명동),상시개방,연중무휴,가능,,,"주말에 한번식 산책 하고싶을 때 가는 앞산 빨래터 공원이에요 주위 커피숍이 많아서 소소하게 커페 한 잔 들고 기분좋게 걷기 너무 좋아요 전망대가 새로 생겨서 가족끼리 친구 연인 모두 함께 올라 경치 구경하기에도 좋도 노을을 배경으로 사진 찍으면 정말 예쁘답니다 맛있는 밥집과 예쁜 커피숍이 함께하는 앞산 빨래터공원 정말 추천해요 꼭 한번 가보시길 여기 일몰 명소에요! 대구여행 첫날에 들른 곳인데 노을이 너무 예뻐서 기억에 남습니다 :) 앞산쪽으로 한번씩 식사하러 갈때마다 들르는곳이에요. 노을질때나 저녁 야경 보러 올라가면 이뻐요. 갈때마자 와본곳인데도 조금씩 다른 모습을 보여주네요. 삼대가 함께가서 한번씩 추억의 장소가 되고있네요. 아직 안가보신분들은 꼭 가보세요~~ 소소한 일상의 즐거음이 됩니다. 공연을 할때도 있어서 주말 추천해요~~ 저녁 노을 질 때 가도 멋지고 다리 위로 올라가 높은 곳에서 바라보는 대구의 모습이 참 아름다워 두고두고 생각이 납니다. 곱창이 유명한 안지랑 골목과 성당못, 두류공원과도 가까우며 작지만 아기자기한 모습에 좋았던 빨래터공원을 추천합니다.",,있음,,,,,,,,,,,,,,,,,,,,,"주간(08:30~18:30) : 1시간 이하 무료
초과시 최초 30분 400원, 30분 초과시 10분마다 200원
야간(18:00~익일 08:30) : 무료",,,,,,,,,,,,,
크레이지팡팡,"대구 동성로에 새롭게 선보이는 크레이지팡팡은 일반 키즈카페나 실내 테마파크가 아닌 국내 유일 실내 복합 익스트림파크이다. 각 층은 다양한 테마로 구성되어 있으며, 이용 시간 동안 모든 층을 자유롭게 이용할 수 있다. 넓고 쾌적한 공간에서 XR 게임과 MR 카트, 에어범퍼카 등을 즐길 수 있고, 기존에 경험할 수 없었던 스카이윙과 크레이지점프 등 단순한 놀이 기구 체험의 범주를 넘어선 새로운 액티비티도 체험할 수 있다. 또한, 놀다가 허기지면 든든하게 배를 채울 수 있는 푸드코트와 깔끔하고 분위기 있는 파티룸도 운영하고 있다.",,https://www.instagram.com/crazypangpang,대구광역시 중구 진골목길 32,"주중 13:00~22:00
주말 10:00~22:00",연중무휴,"가능
요금 (무료)",,,"평일에 가면 사람 많이 없어서 기구 이용하기 좋음. 재미는 있는데 생각보다 할 게 없다는 느낌도 조금 받음. 성인끼리 가서 할만한건 크게 없는 것 같음. 애들 데리고 가면 좋을 것 같음! 아이들과 같이 갔었는데 너무 즐거워 하더라고요 특히 놀이기구 타기 좋아요 아이들,성인들 모두 재미있게 시간 보낼 수 있는 공간입니다. 아이들 때문에 왔다가 저도 너무 만족하고왔어요 시간가는줄 몰랐네요^^ 대구에서 데이트할때 방문했었는데 즐거웠어요 이색적이고 좋아요 시간 가는줄 모르고 놀았네요 대구에서 비올때가서 시간보내기 좋은곳이었어요 대구 살아서 가봤는데 여기 이색적이고 실내데이트하기좋아요!! 워낙 액티비티한걸 좋아해서 거리는 조금 있지만 대구로 슝 어른들도 놀수있는곳이라 신이나 신이나~ 진짜 이곳은 천국이였습니다. 이렇게 핫한 곳이 있다니... 익스트림존,파티룸,XR존,임팩트존,크레이존 까지.. 푸드코너도 있고 이곳은 완전 신세계입니다. 아이나 성인 모두 놀수 있는곳이라 가족끼리 가셔도 신나게 놀고올수있는 곳... 한번쯤 꼭 가보시길요~^^ 이번 여름 방학에 초6과 중3 아들 둘이 놀러 갔었는데 재미 있다고 또 가고 싶다네요 3시간이 금방 간대요^^ 스트레스 해소하기 딱 좋네요! 여름에 실내에서 시원하게 즐길 수 있어요",,있음,,,,"- 입장권 (시설물 체험 불가) 10,000원
- 일반 25,000원
- 청소년(중, 고등학생) 22,000원
- 소인(초등학생) 20,000원
※ 시간 초과 시 10분당 추가비용 1,000원 발생
※ 자세한 이용요금은 홈페이지 참조",플레이존 / XR 존 / VR 존 / 크레이지존,,,,,,,,,,,,,,,,,,,,,,,,탈의실 / 파티룸,,,,,
대구 신천물놀이장,"대구 신천물놀이장은 아이와 함께 가족 나들이로 여름철 물놀이를 즐기기 위해 방문하기 좋은 대구 무료 물놀이장이다. 유아풀과 청소년풀, 성인풀 등 3개의 풀장을 갖추고 운영을 하고 있으며, 어린이 보트와 투명 카약, 패들 보드 등을 통해 여름 물놀이를 제대로 즐길 수 있다. 게다가 놀다가 허기지면 든든하게 배를 채울 수 있는 푸드트럭도 운영된다. 신천물놀이장은 일 4회 수질 및 안전 점검을 하고 있어 깨끗하고 안전한 물놀이를 즐길 수 있다. 또한, 시민들의 안전을 위해 안전요원들이 물놀이장 주변을 지켜보고 있고, 응급 상황을 대비하여 심폐소생기와 비상약이 함께 비치되어 있다.",,,대구광역시 남구 신천서쪽자전거길 237 (이천동),"평일 10:00~18:00 (입장마감 17:00)
주말 10:00~19:00(입장마감 18:00)
※ 수질 및 안전점검시간 (4회) 이용제한",,불가,,,"신천 물놀이장이 생긴지 얼마안되서 시설이 깨끗하고 좋아요. 안전요원도 곳곳에 있고 물도 깨끗하구요. 풀장도 아이들풀이랑 성인풀 나뉘어져 있어서 위험하지 않고 안전해서 좋구요. 아이들이 정말 재밌어했어요. 여기가 야외풀장이라 4계절은 운영안하고 여름에만 한시적으로 운영하구요. 겨울에는 눈썰매장이랑 스케이트장으로 바꿔서 운영하더라구요. 올여름에 물놀이장 재개장하면 또 가려구요. 저번에 방문 했었는데 가족들 아이들과 같이 놀기 좋았어요 관리도 잘된 편이고해서 근처사시면 아이들과 함께 나들이 다녀오시는거 추천해요^^ 무료라서 관리가 잘안되면 어쩌나 걱정했는데 관리도잘 되어있고 요즘 최장 열대야라서 너무 더웠는데 아이와 함께 놀수있어서 좋았습니다 종종 가서 더위도 식히고 힐링할수있으니 너무 좋은거 같아요 시설이 잘되어 있고, 구명조끼도 무료로 빌려주시고, 애들이 좋아했어요. 올해 7월에 물놀이장 개장한다고 하네요 ~ 벌써부터 기대가 커요 ! 매주 토요일 저녁7시에 신천에서 음악회를 하고있어요 생각보다 퀄리티 높아요 :-) 인근 시민들이 엄청 모입니다 무더위에 이만큼 시원하고 마음 편안해지는게 없어요 징쨔 가보세여 강추강츄❤︎",,,,,,,,,,,,,,,,,"성인 5,000원
청소년(13세~18세) 4,000원
유아 및 어린이(2세~12세) 3,000원
영아(2세 미만) 무료",,,,,"- 물놀이체험시설 : 수상워터파크, 어린이보트, 투명카약, 패들보드, 선베드
- 물놀이장 : 유아풀, 청소년풀, 바닥분수, 성인풀
- 편의시설 : 몽골텐트, 푸드트럭, 휴게실, 탈의실",,,,,,,,,,,,,,
만촌인라인롤러스케이트장,"만촌인라인롤러스케이트장은 1992년 체육 동호인, 강습생, 롤러 선수들에게 경기장과 훈련장을 제공하는 동시에 대구 시민들의 건강한 여가 활동을 권장하고 비인기 종목인 롤러에 대한 인식을 제고하고자 건립되었다. 2008년에는 사이클 경기장을 리모델링하여 국제 규격의 200m 트랙을 설치하였다. 실내 경기장과 야외 경기장으로 구성되어 있으며, 연면적 2,993㎡에 인라인스케이트와 롤러스케이트를 모두 즐길 수 있다. 전국 6개 인라인스케이트 실내 경기장 가운데 청주(1990년 건립), 강릉(1991년), 전주(1991년)에 이어 네 번째로 지어졌다.
대구 6개 공영 인라인스케이트장 중 유일하게 실내 경기장을 보유하고 있다. 일반 시민에게도 개방하고 있고, 2001년부터는 비시즌을 활용하여 선수들이 일반 시민들을 대상으로 강습을 하며 호평을 받고 있다.
평일은 물론 휴일에도 운영하고 있으나 평일 16시부터 18시 30분까지는 대구시 대표선수 훈련 시간으로 이용이 불가능하다. 대구 6개 공영 인라인스케이트장 중 유일하게 실내 경기장을 보유하고 있다.
경기장 주변으로는 영남제일관, 망우당공원 등이 있다",,http://www.grandculture.net,대구광역시 수성구 만촌동 만촌로울러경기장,"하절기(4~9월 ): 09:00~19:00
동절기(10~3월) : 09:00~18:00
평일 : 16:00~18:30 (대구시 대표선수단 훈련시간)
하절기(4~9월)야간 : 19:00~21:00
동절기(10~3월)야간 : 18:00~21:00
조기 : 06:00~09:00 (사전예약)","1월1일, 설, 추석 당일","있음
요금(무료)",,,,,있음,,,,"경로,어린이 : 600원(단체)~800원(개인)
청소년 : 700원(단체)~1,000원(개인)
성인 : 1,100원(단체)~1,500원(개인)
스케이트대여 : 2,000원",경기장,,,,,,,,,,,,,,,,,,,,,,,,매점 / 코치실 / 사무실 / 대여실,대여스케이트,,,,
